# name,planet_status,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,mag_v,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names
Kepler-133 c,Confirmed,,,,,,,0.253,0.043,0.043,31.517586,0.000158,0.000158,0.204,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-133,297.27798465,48.320328,,,11.68,11.399,11.32,,,,-0.16,,,,,,1.43,0.24,0.24,,,,,5736.0,100.0,100.0,,,
Kepler-1330 b,Confirmed,,,,,,,0.147,0.012,0.036,10.10769068,4.951e-05,4.951e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1330,290.576737,39.956893,,,13.757,13.423,13.302,939.0,,,0.08,0.151,0.139,0.97,0.05,0.05,0.94,0.07,0.23,,,,,5608.0,112.79,83.0,,,
Kepler-1331 b,Confirmed,,,,,,,0.094,0.007,0.008,0.78916165,1.21e-06,1.21e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1331,297.073789,41.22448,,,13.084,12.419,12.318,365.0,,,0.05,0.16,0.155,0.72,0.05,0.05,0.69,0.04,0.05,,,,,4508.0,204.59,243.21,,,
Kepler-1332 b,Confirmed,,,,,,,0.122,0.004,0.008,11.87456832,3.749e-05,3.749e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1332,291.02859,43.913673,,,12.568,12.203,12.122,515.0,,,0.0,0.1,0.098,0.95,0.04,0.03,0.9,0.03,0.04,,,,,5581.0,69.91,83.36,,,
Kepler-1333 b,Confirmed,,,,,,,0.251,0.022,0.036,109.6471842,0.0007077,0.0007077,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1333,293.527561,41.111437,,,13.886,13.521,13.406,958.0,,,-0.04,0.187,0.15,0.94,0.06,0.06,0.92,0.08,0.13,,,,,5628.0,162.16,142.84,,,
Kepler-1334 b,Confirmed,,,,,,,0.204,0.016,0.028,15.64591713,7.265e-05,7.265e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1334,289.31148,51.320866,,,14.052,13.671,13.626,1047.0,,,-0.03,0.175,0.139,0.94,0.05,0.04,0.91,0.06,0.12,,,,,5614.0,87.5,91.79,,,
Kepler-1335 b,Confirmed,,,,,,,0.129,0.008,0.009,6.26406846,2.706e-05,2.706e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1335,284.838408,42.070431,,,13.787,13.276,13.134,628.0,,,-0.07,0.178,0.156,0.77,0.04,0.04,0.74,0.04,0.03,,,,,4903.0,62.59,66.92,,,
Kepler-1336 b,Confirmed,,,,,,,0.177,0.036,0.027,23.198681,0.0002546,0.0002546,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1336,296.277711,46.899857,,,12.819,12.423,12.366,822.0,,,0.05,0.05,0.082,0.94,0.04,0.05,1.3,0.26,0.19,,,,,5512.0,66.78,86.32,,,
Kepler-1336 c,Confirmed,,,,,,,0.153,0.031,0.024,5.77721211,2.788e-05,2.788e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1336,296.277711,46.899857,,,12.819,12.423,12.366,822.0,,,0.05,0.05,0.082,0.94,0.04,0.05,1.3,0.26,0.19,,,,,5512.0,66.78,86.32,,,
Kepler-1337 b,Confirmed,,,,,,,0.215,0.039,0.009,24.4002549,0.0001089,0.0001089,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1337,287.009098,46.796101,,,14.095,13.497,13.294,588.0,,,-0.09,0.188,0.167,0.7,0.05,0.04,0.67,0.05,0.03,,,,,4523.0,50.38,51.15,,,
Kepler-1338 b,Confirmed,,,,,,,0.082,0.009,0.017,0.93511806,2.76e-06,2.76e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1338,284.042335,41.699139,,,12.496,12.185,12.106,619.0,,,0.0,0.177,0.155,1.04,0.07,0.08,1.05,0.11,0.21,,,,,5909.0,138.71,114.45,,,
Kepler-1339 b,Confirmed,,,,,,,0.063,0.004,0.005,1.34155513,3.7e-06,3.7e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1339,283.745794,48.373394,,,11.026,10.697,10.627,267.0,,,0.01,0.11,0.112,0.94,0.04,0.03,0.93,0.05,0.06,,,,,5586.0,56.05,51.01,,,
Kepler-134 b,Confirmed,,,,,,,0.178,0.035,0.035,5.317429,8e-06,8e-06,0.06,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-134,284.73901365,49.598396,,,11.26,10.984,10.951,,,,,,,,,,1.18,0.23,0.23,,,,,5983.0,150.0,150.0,,,
Kepler-134 c,Confirmed,,,,,,,0.112,0.022,0.022,10.105785,5.3e-05,5.3e-05,0.092,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-134,284.73901365,49.598396,,,11.26,10.984,10.951,,,,,,,,,,1.18,0.23,0.23,,,,,5983.0,150.0,150.0,,,
Kepler-1340 b,Confirmed,,,,,,,0.138,0.024,0.062,0.66502692,1.6e-06,1.6e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1340,296.232807,42.47279,,,13.563,13.279,13.24,1421.0,,,0.07,0.139,0.146,1.27,0.14,0.2,1.42,0.25,0.64,,,,,6331.0,219.14,166.81,,,
Kepler-1341 b,Confirmed,,,,,,,0.267,0.033,0.037,132.9968322,0.0009243,0.0009243,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1341,280.511769,44.159351,,,13.285,12.782,12.636,466.0,,,0.19,0.188,0.108,0.79,0.03,0.02,0.72,0.02,0.02,,,,,4662.0,46.26,43.09,,,
Kepler-1342 b,Confirmed,,,,,,,0.148,0.012,0.02,2.21571036,8.12e-06,8.12e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1342,297.020069,43.432549,,,13.971,13.538,13.531,941.0,,,0.03,0.157,0.137,0.93,0.06,0.05,0.9,0.06,0.11,,,,,5527.0,178.84,128.51,,,
Kepler-1343 b,Confirmed,,,,,,,0.172,0.017,0.022,3.35183158,1.113e-05,1.113e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1343,294.294533,50.725376,,,14.484,14.098,13.989,1307.0,,,-0.16,0.214,0.186,0.95,0.08,0.06,0.93,0.08,0.11,,,,,5759.0,75.84,107.08,,,
Kepler-1344 b,Confirmed,,,,,,,0.164,0.018,0.045,4.7683049,1.895e-05,1.895e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1344,287.086297,46.945816,,,12.961,12.714,12.633,851.0,,,0.06,0.165,0.145,1.09,0.07,0.09,1.13,0.12,0.31,,,,,5981.0,91.31,78.95,,,
Kepler-1345 b,Confirmed,,,,,,,0.211,0.041,0.095,44.6169557,0.0003329,0.0003329,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1345,292.477965,46.022835,,,12.802,12.575,12.563,1164.0,,,0.04,0.168,0.129,1.32,0.14,0.22,1.55,0.3,0.69,,,,,6449.0,141.28,123.48,,,
Kepler-1346 b,Confirmed,,,,,,,0.141,0.019,0.05,3.40165668,1.161e-05,1.161e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1346,291.841308,45.179176,,,13.392,13.093,13.107,1123.0,,,0.04,0.154,0.135,1.14,0.08,0.15,1.21,0.15,0.43,,,,,6133.0,160.7,118.39,,,
Kepler-1347 b,Confirmed,,,,,,,0.092,0.004,0.005,14.00947528,7.001e-05,7.001e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1347,299.659605,40.843853,,,12.028,11.55,11.486,321.0,,,-0.11,0.112,0.103,0.82,0.04,0.04,0.79,0.03,0.03,,,,,5193.0,55.99,74.46,,,
Kepler-1348 b,Confirmed,,,,,,,0.173,0.021,0.038,27.5722742,0.000228,0.000228,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1348,292.08746,49.788765,,,13.618,13.297,13.242,1033.0,,,-0.01,0.193,0.147,1.04,0.07,0.07,1.04,0.1,0.23,,,,,5911.0,101.96,102.08,,,
Kepler-1349 b,Confirmed,,,,,,,0.062,0.01,0.056,2.12823928,1.057e-05,1.057e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1349,286.338369,48.744099,,,10.072,9.818,9.761,260.0,,,0.03,0.226,0.158,1.16,0.08,0.41,1.28,0.19,1.15,,,,,6086.0,194.89,98.49,,,
Kepler-135 b,Confirmed,,,,,,,0.161,0.031,0.031,6.00253,1.6e-05,1.6e-05,0.067,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-135,290.49511725,38.795479,,,11.722,11.508,11.456,,,,0.045,,,,,,1.27,0.24,0.24,,,,,6090.0,120.0,120.0,,,
Kepler-135 c,Confirmed,,,,,,,0.103,0.021,0.021,11.448708,0.000145,0.000145,0.103,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-135,290.49511725,38.795479,,,11.722,11.508,11.456,,,,0.045,,,,,,1.27,0.24,0.24,,,,,6090.0,120.0,120.0,,,
Kepler-1350 b,Confirmed,,,,,,,0.225,0.022,0.014,4.4968604,1.273e-05,1.273e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1350,288.250582,46.679602,,,13.989,13.338,13.122,350.0,,,-0.06,0.16,0.12,0.55,0.05,0.03,0.53,0.05,0.03,,,,,3827.0,59.63,45.42,,,
Kepler-1350 c,Confirmed,,,,,,,0.154,0.016,0.011,1.76678906,7.12e-06,7.12e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1350,288.250582,46.679602,,,13.989,13.338,13.122,350.0,,,-0.06,0.16,0.12,0.55,0.05,0.03,0.53,0.05,0.03,,,,,3827.0,59.63,45.42,,,
Kepler-1351 b,Confirmed,,,,,,,0.058,0.004,0.004,0.91614077,1.92e-06,1.92e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1351,293.60872,42.197678,,,12.225,11.573,11.47,241.0,,,-0.03,0.161,0.156,0.7,0.04,0.03,0.67,0.04,0.03,,,,,4439.0,77.72,82.58,,,
Kepler-1352 b,Confirmed,,,,,,,0.079,0.01,0.022,1.87788275,7.35e-06,7.35e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1352,290.693736,48.701477,,,12.25,11.956,11.919,637.0,,,0.0,0.192,0.136,1.11,0.08,0.11,1.16,0.14,0.33,,,,,6118.0,116.34,107.49,,,
Kepler-1353 b,Confirmed,,,,,,,0.161,0.012,0.033,24.7543966,0.0001431,0.0001431,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1353,295.735335,42.576252,,,13.85,13.281,13.141,596.0,,,-0.06,0.166,0.158,0.76,0.05,0.04,0.72,0.04,0.04,,,,,4776.0,111.78,158.62,,,
Kepler-1354 b,Confirmed,,,,,,,0.265,0.045,0.109,76.613377,0.0007773,0.0007773,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1354,291.245187,37.759052,,,13.252,12.965,12.858,1057.0,,,0.03,0.156,0.133,1.16,0.11,0.16,1.24,0.19,0.49,,,,,6168.0,202.44,136.72,,,
Kepler-1355 b,Confirmed,,,,,,,0.13,0.009,0.011,1.28958811,3.5e-06,3.5e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1355,283.741416,49.067978,,,14.18,13.718,13.748,963.0,,,-0.04,0.15,0.137,0.88,0.04,0.04,0.83,0.04,0.06,,,,,5352.0,62.37,68.59,,,
Kepler-1356 b,Confirmed,,,,,,,0.136,0.009,0.01,0.63400294,1.2e-06,1.2e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1356,290.995346,43.243938,,,14.268,13.802,13.734,881.0,,,-0.02,0.158,0.142,0.82,0.04,0.04,0.78,0.04,0.04,,,,,5106.0,84.13,65.11,,,
Kepler-1357 b,Confirmed,,,,,,,0.114,0.01,0.018,3.0091324,1.52e-05,1.52e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1357,291.548094,50.353313,,,14.05,13.676,13.612,1026.0,,,-0.06,0.196,0.149,0.93,0.06,0.05,0.9,0.07,0.13,,,,,5597.0,91.12,92.01,,,
Kepler-1358 b,Confirmed,,,,,,,0.1,0.009,0.006,7.06317341,2.9e-05,2.9e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1358,286.170543,43.008911,,,13.22,12.761,12.656,558.0,,,-0.08,0.179,0.153,0.82,0.05,0.04,0.79,0.05,0.04,,,,,5181.0,55.42,58.32,,,
Kepler-1359 b,Confirmed,,,,,,,0.252,0.029,0.04,59.4970952,0.0005052,0.0005052,,,,,,,,,,,2016,2018-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,"KIC 6436029 b, KOI-2828 b",,Kepler-1359,289.538819,41.892825,,,14.042,13.507,13.43,669.0,,,0.11,0.177,0.134,0.78,0.04,0.03,0.72,0.02,0.02,,,,,4709.0,55.6,46.37,,,
Kepler-1359 c,Retracted,,,,,,,0.3711,0.3604,0.3604,505.45,0.0043,0.0042,1.15,0.04,0.04,0.0,,,89.94,0.39,0.06,,2013,2020-04-15,,,,2455291.092,0.031,0.035,,,,,,,,,,,,,,,,,,,,,,175.0,,,,,,,,,Published in a refereed paper,Primary Transit,,Primary Transit,"KOI-2828 c, KIC 6436029 c",,Kepler-1359,289.538819,41.892825,,,14.042,13.507,13.43,669.0,,,0.11,0.177,0.134,0.78,0.04,0.03,0.72,0.02,0.02,,,,,4709.0,55.6,46.37,,,
Kepler-136 b,Confirmed,,,,,,,0.183,0.034,0.034,11.5789,3e-05,3e-05,0.106,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-136,296.46731565,42.59877,,,10.804,10.573,10.519,,,,,,,1.2,,,1.35,0.25,0.25,,,,,6165.0,100.0,100.0,,,
Kepler-136 c,Confirmed,,,,,,,0.178,0.033,0.033,16.399235,5.1e-05,5.1e-05,0.133,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-136,296.46731565,42.59877,,,10.804,10.573,10.519,,,,,,,1.2,,,1.35,0.25,0.25,,,,,6165.0,100.0,100.0,,,
Kepler-1360 b,Confirmed,,,,,,,0.303,0.068,0.104,40.5286413,0.0003328,0.0003328,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1360,300.344076,45.623219,,,12.854,12.636,12.547,1405.0,,,0.06,0.16,0.141,1.51,0.21,0.23,1.83,0.41,0.63,,,,,6778.0,343.47,324.31,,,
Kepler-1361 b,Confirmed,,,,,,,0.077,0.011,0.011,3.57554956,2.329e-05,2.329e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1361,283.565314,46.904255,,,12.514,12.059,11.98,404.0,,,0.0,0.15,0.148,0.83,0.04,0.04,0.79,0.04,0.04,,,,,5131.0,57.72,55.23,,,
Kepler-1362 b,Confirmed,,,,,,,0.232,0.017,0.011,136.205626,0.001278,0.001278,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1362,288.538542,40.877113,,,14.208,13.686,13.628,767.0,,,0.06,0.153,0.149,0.8,0.04,0.03,0.74,0.03,0.03,,,,,4857.0,72.62,51.17,,,
Kepler-1363 b,Confirmed,,,,,,,0.112,0.007,0.008,2.94194094,1.171e-05,1.171e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1363,296.996558,49.256413,,,13.665,13.128,12.959,559.0,,,-0.09,0.174,0.163,0.76,0.05,0.04,0.72,0.04,0.04,,,,,4839.0,109.75,102.94,,,
Kepler-1364 b,Confirmed,,,,,,,0.192,0.035,0.071,13.32196237,8.114e-05,8.114e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1364,295.152201,49.587605,,,12.346,12.164,12.143,1149.0,,,0.04,0.148,0.131,1.49,0.14,0.21,1.79,0.31,0.62,,,,,6805.0,160.28,136.21,,,
Kepler-1365 b,Confirmed,,,,,,,0.082,0.009,0.012,7.69993485,4.726e-05,4.726e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1365,292.19971,42.046089,,,12.251,11.925,11.857,541.0,,,0.03,0.097,0.089,1.0,0.04,0.04,1.05,0.1,0.15,,,,,5770.0,88.36,86.4,,,
Kepler-1365 c,Confirmed,,,,,,,0.071,0.007,0.011,4.77468005,4.014e-05,4.014e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1365,292.19971,42.046089,,,12.251,11.925,11.857,541.0,,,0.03,0.097,0.089,1.0,0.04,0.04,1.05,0.1,0.15,,,,,5770.0,88.36,86.4,,,
Kepler-1366 b,Confirmed,,,,,,,0.128,0.009,0.009,2.16457097,6.83e-06,6.83e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1366,285.064914,41.554874,,,13.772,13.099,12.961,395.0,,,-0.02,0.158,0.162,0.62,0.04,0.03,0.6,0.04,0.03,,,,,4070.0,54.22,63.0,,,
Kepler-1367 b,Confirmed,,,,,,,0.082,0.007,0.006,1.57409027,5.24e-06,5.24e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1367,288.416528,47.878731,,,13.513,12.858,12.704,357.0,,,-0.06,0.204,0.167,0.62,0.05,0.03,0.6,0.05,0.03,,,,,4106.0,57.12,55.83,,,
Kepler-1368 b,Confirmed,,,,,,,0.147,0.015,0.031,0.67564949,2.55e-06,2.55e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1368,294.766985,41.64468,,,14.701,14.351,14.388,1750.0,,,0.1,0.139,0.148,1.07,0.06,0.08,1.08,0.11,0.22,,,,,5906.0,160.03,120.57,,,
Kepler-1369 b,Confirmed,,,,,,,0.24,0.022,0.037,25.873148,0.0001453,0.0001453,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1369,285.797234,40.936186,,,14.199,13.835,13.788,1236.0,,,0.0,0.159,0.136,0.99,0.06,0.06,0.99,0.08,0.15,,,,,5761.0,110.01,132.7,,,
Kepler-137 b,Confirmed,,,,,,,0.131,0.01,0.01,8.436387,1.8e-05,1.8e-05,0.077,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-137,282.1355286,43.039101,,,11.65,11.229,11.165,,,,-0.12,,,,,,0.8,0.06,0.06,,,,,5187.0,100.0,100.0,,,
Kepler-137 c,Confirmed,,,,,,,0.168,0.012,0.012,18.735753,3.5e-05,3.5e-05,0.13,,,,,,,,,,2014,2014-03-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-137,282.1355286,43.039101,,,11.65,11.229,11.165,,,,-0.12,,,,,,0.8,0.06,0.06,,,,,5187.0,100.0,100.0,,,
Kepler-1370 b,Confirmed,,,,,,,0.164,0.023,0.059,20.2641684,0.0001111,0.0001111,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1370,284.565675,41.778484,,,12.681,12.421,12.349,878.0,,,0.05,0.141,0.139,1.19,0.09,0.15,1.29,0.18,0.46,,,,,6202.0,131.46,115.03,,,
Kepler-1370 c,Confirmed,,,,,,,0.113,0.016,0.05,7.44142113,5.404e-05,5.404e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1370,284.565675,41.778484,,,12.681,12.421,12.349,878.0,,,0.05,0.141,0.139,1.19,0.09,0.15,1.29,0.18,0.46,,,,,6202.0,131.46,115.03,,,
Kepler-1371 b,Confirmed,,,,,,,0.065,0.004,0.007,3.4462039,2.017e-05,2.017e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1371,288.831383,47.551994,,,12.536,12.123,12.052,450.0,,,-0.07,0.163,0.162,0.87,0.05,0.04,0.83,0.06,0.07,,,,,5361.0,74.06,70.81,,,
Kepler-1371 c,Confirmed,,,,,,,0.057,0.004,0.006,2.00541269,1.065e-05,1.065e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1371,288.831383,47.551994,,,12.536,12.123,12.052,450.0,,,-0.07,0.163,0.162,0.87,0.05,0.04,0.83,0.06,0.07,,,,,5361.0,74.06,70.81,,,
Kepler-1372 b,Confirmed,,,,,,,0.113,0.012,0.039,1.31155557,5.54e-06,5.54e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1372,288.886635,44.83955,,,14.113,13.792,13.718,1161.0,,,0.05,0.163,0.126,0.98,0.05,0.05,0.97,0.08,0.26,,,,,5677.0,103.14,76.2,,,
Kepler-1373 b,Confirmed,,,,,,,0.103,0.017,0.048,1.29123275,6.46e-06,6.46e-06,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1373,285.752049,39.249205,,,13.121,12.853,12.789,1112.0,,,0.03,0.173,0.125,1.22,0.12,0.2,1.33,0.2,0.62,,,,,6299.0,170.73,169.62,,,
Kepler-1374 b,Confirmed,,,,,,,0.204,0.016,0.018,10.65276707,5.294e-05,5.294e-05,,,,,,,,,,,2016,2016-05-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a website,Primary Transit,,,,,Kepler-1374,291.349983,45.172267,,,14.649,14.196,14.129,1135.0,,,-0.13,0.179,0.16,0.85,0.06,0.05,0.81,0.06,0.06,,,,,5323.0,85.42,108.36,,,
